,N_NO2,Nord_Precip,Nord_Pressure,Nord_RH,Nord_Temp,Nord_Winddirection,Nord_Windspeed,weekday_Monday,weekday_Tuesday,weekday_Wednesday,weekday_Thursday,weekday_Friday,weekday_Saturday,weekday_Sunday,season_fall,season_spring,season_summer,season_winter,holiday_sunday,holiday,holiday_school,year,month,dayofyear,weekday,season
2013-03-01,37.541096,0.0020210247,983.7878,84.80756,4.025311,138.9592,0.4310334,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,3,60,5,2
2013-03-02,25.340836,0.0,978.25555,84.71743,2.6395328,162.7287,0.60618883,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,3,61,6,2
2013-03-03,21.703438,0.0,980.36725,72.79311,3.2601507,172.15968,0.82800794,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,3,62,0,2
2013-03-04,26.595783,0.0,978.41284,67.05901,2.824623,107.801186,0.93038875,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,3,63,1,2
2013-03-05,42.146446,0.0,982.9466,74.7317,1.6772317,125.81012,0.79695576,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,3,64,2,2
2013-03-06,40.54199,0.0,980.6983,73.0355,3.0689356,96.57835,0.9299035,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,3,65,3,2
2013-03-07,44.949898,0.0,970.9241,72.72512,7.0168557,188.40779,0.73711747,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,3,66,4,2
2013-03-08,35.952747,0.0022165973,963.5901,75.72381,9.791469,152.89128,0.87916857,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,3,67,5,2
2013-03-09,29.691307,0.0,961.552,65.72377,11.444817,178.84149,1.213007,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,3,68,6,2
2013-03-10,24.23284,0.06421477,962.4448,80.59451,9.175801,125.812256,0.96309257,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,3,69,0,2
2013-03-11,18.671911,0.14479648,960.6845,88.57794,7.4724927,223.50873,0.48159257,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,3,70,1,2
2013-03-12,33.61733,0.0,959.7636,77.24977,7.525309,161.7012,0.57094365,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,3,71,2,2
2013-03-13,26.86107,0.018710772,959.1585,82.32925,6.3671417,142.05766,0.49189642,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,3,72,3,2
2013-03-14,27.70862,0.12236806,957.9041,88.96902,4.8832603,202.54308,0.5313649,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,3,73,4,2
2013-03-15,8.9641285,0.004107237,957.1425,60.76453,1.0576528,305.06256,3.248251,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,3,74,5,2
2013-03-16,7.2787747,0.0,966.2907,43.261257,0.23683786,312.53555,2.5358765,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,3,75,6,2
2013-03-17,20.24492,0.0,977.126,53.235897,-0.25961012,197.45477,0.663051,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,3,76,0,2
2013-03-18,17.35335,0.0,972.81964,67.355934,0.7903486,159.00592,0.6561218,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,3,77,1,2
2013-03-19,43.47601,0.35784814,959.647,88.67867,1.4141512,188.60005,0.4218911,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,3,78,2,2
2013-03-20,44.08213,0.0020862222,958.341,73.22816,4.5296803,121.7837,0.8145354,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,3,79,3,2
2013-03-21,37.970108,0.0,965.86646,64.41238,6.0466957,145.2371,1.0217682,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,3,80,4,2
2013-03-22,7.656318,0.0,969.3619,47.88002,8.000948,302.17926,2.7107794,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,3,81,5,2
2013-03-23,21.792812,0.0,972.88916,57.36112,4.2612853,165.72258,0.98353314,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,3,82,6,2
2013-03-24,12.674481,0.0,975.9211,68.25182,0.22884841,125.801544,0.68436104,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,3,83,0,2
2013-03-25,9.548645,0.056001887,976.77734,79.96113,-1.4714365,102.14399,0.83911175,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2013,3,84,1,2
2013-03-26,19.405283,0.08859899,971.0562,83.119835,-2.9298372,146.69563,0.4770032,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2013,3,85,2,2
2013-03-27,36.50875,0.21064109,965.3542,89.18444,-1.5648717,191.76491,0.5784555,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2013,3,86,3,2
2013-03-28,26.72593,0.008344867,969.3381,76.31738,-0.8733897,161.46179,0.6258301,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2013,3,87,4,2
2013-03-29,34.138294,0.0,971.49677,75.3959,0.9375934,139.80862,0.63304585,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2013,3,88,5,2
2013-03-30,47.72836,0.1037241,966.86957,90.19613,2.6554785,160.95584,0.55069107,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2013,3,89,6,2
2013-03-31,26.580437,0.24591118,963.731,92.071846,3.2162654,137.51793,0.53841007,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2013,3,90,0,2
2013-04-01,14.484938,0.11845639,960.6274,75.761765,4.154014,219.27087,1.3596541,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2013,4,91,1,2
2013-04-02,9.604816,0.008279671,968.3078,84.17089,1.6954131,137.619,0.74645966,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2013,4,92,2,2
2013-04-03,25.982801,0.17986937,967.3156,89.28684,2.088185,161.5479,0.40911853,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,4,93,3,2
2013-04-04,16.280111,0.012647684,966.7559,76.011894,3.5833638,255.6169,1.5937163,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,4,94,4,2
2013-04-05,23.4698,0.0,968.9851,76.37172,4.691953,168.44638,0.7234308,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,4,95,5,2
2013-04-06,29.738764,0.026729653,964.86035,84.65386,6.019865,154.82295,0.45091823,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,4,96,6,2
2013-04-07,16.261911,0.041007202,972.10767,91.49134,5.3639984,146.07379,0.5727043,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,4,97,0,2
2013-04-08,9.08414,0.0,975.49146,73.194046,4.929857,105.4574,0.49253786,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,4,98,1,2
2013-04-09,15.767602,0.0,969.9543,61.307068,5.828144,175.02385,0.6320371,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,4,99,2,2
2013-04-10,25.29286,0.0,965.9905,62.634777,8.601697,128.06972,0.9688468,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,4,100,3,2
2013-04-11,25.808002,0.0,969.6458,65.107155,9.945035,186.13776,1.0752983,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,4,101,4,2
2013-04-12,30.6045,0.0,970.7961,67.42982,10.550864,121.66224,1.0056881,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,4,102,5,2
2013-04-13,23.506525,0.14518605,967.84174,72.007576,11.99845,196.52998,1.2104553,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,4,103,6,2
2013-04-14,15.487133,0.006258642,978.5991,61.132404,11.582253,222.00867,1.0077876,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,4,104,0,2
2013-04-15,11.923359,0.0,986.3811,55.829052,12.905826,154.63786,1.1972339,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,4,105,1,2
2013-04-16,20.411375,0.0,984.4927,61.542843,12.790027,136.1172,1.120159,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,4,106,2,2
2013-04-17,26.713924,0.0,982.9627,62.63251,13.288747,182.30931,0.72670937,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,4,107,3,2
2013-04-18,25.803692,0.0,982.6758,65.37617,16.035978,157.71115,1.118147,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,4,108,4,2
2013-04-19,18.948507,0.0,979.1119,64.717445,17.5656,111.26694,1.0009934,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,4,109,5,2
2013-04-20,30.388521,0.08859902,977.6873,84.089294,14.003304,164.02531,1.0634922,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,4,110,6,2
2013-04-21,11.258179,0.0,979.1181,73.60143,14.240838,135.8208,0.6098597,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,4,111,0,2
2013-04-22,9.729233,0.062258933,976.9736,68.96669,14.428993,153.19737,1.0148712,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,4,112,1,2
2013-04-23,15.764055,0.44070998,974.2603,77.34029,13.701926,177.69087,1.1914946,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,4,113,2,2
2013-04-24,19.047455,0.0,980.2576,73.44262,13.928658,177.73944,0.97189945,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,4,114,3,2
2013-04-25,18.77514,0.0,985.31915,60.175323,16.118227,187.00598,1.0415136,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,4,115,4,2
2013-04-26,23.162212,0.0,983.3799,57.018852,18.171135,159.32848,1.0749941,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,4,116,5,2
2013-04-27,19.839663,0.0,973.4595,57.66782,19.414148,153.83972,1.2643613,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,4,117,6,2
2013-04-28,9.239208,0.0,966.1296,59.450504,18.21614,164.31628,1.1489633,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,4,118,0,2
2013-04-29,6.245561,0.0,970.5808,63.363415,17.894243,204.21706,1.0017177,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,4,119,1,2
2013-04-30,21.685944,0.0,976.8221,66.21929,17.504421,212.11394,0.5941198,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,4,120,2,2
2013-05-01,16.207333,0.0,977.7015,61.17357,19.832186,147.6143,0.8930215,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2013,5,121,3,2
2013-05-02,10.764075,0.0,978.1157,63.1667,20.47098,98.37363,1.1876124,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,5,122,4,2
2013-05-03,23.620546,0.18484181,975.05176,86.85607,17.248491,169.05028,0.71945024,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,5,123,5,2
2013-05-04,9.767021,0.06845399,971.4522,72.29977,18.453888,159.37338,0.71981984,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,5,124,6,2
2013-05-05,10.736842,0.0,976.52856,78.81192,15.5132265,164.07764,0.7032647,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,5,125,0,2
2013-05-06,6.824553,0.52565664,981.22534,77.84243,14.912099,172.10088,0.82033134,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,5,126,1,2
2013-05-07,27.03548,2.185428,978.0246,91.94903,14.389294,164.02995,0.57068163,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,5,127,2,2
2013-05-08,18.599169,0.70637363,975.0847,90.37057,15.277074,200.30946,0.5474266,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,5,128,3,2
2013-05-09,15.262912,0.006128259,975.57446,78.963234,16.609535,97.32758,0.90092236,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2013,5,129,4,2
2013-05-10,9.486911,0.0020862222,976.09576,70.47021,17.852966,145.9771,0.9159195,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,5,130,5,2
2013-05-11,9.966593,0.15516238,972.5786,74.679474,16.604395,151.96362,1.1050867,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,5,131,6,2
2013-05-12,5.7775507,0.1035937,972.4902,73.08199,13.373738,304.3099,1.3608795,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,5,132,0,2
2013-05-13,2.897031,0.0,971.9389,52.992203,14.82405,282.14212,1.7831888,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,5,133,1,2
2013-05-14,6.1662116,0.0,975.45435,47.989727,13.642734,215.68896,1.9174315,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,5,134,2,2
2013-05-15,16.072554,0.0,973.77325,62.859844,15.127391,160.71162,0.6898994,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,5,135,3,2
2013-05-16,16.255222,0.0,968.0698,63.430645,16.976954,118.04089,0.89587873,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,5,136,4,2
2013-05-17,17.459572,0.02470865,965.4511,72.60817,15.373773,158.72913,0.8840764,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,5,137,5,2
2013-05-18,10.801706,0.051373053,964.00616,83.88623,15.253465,139.24901,0.47477916,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,5,138,6,2
2013-05-19,7.4130697,0.0,970.2043,58.952045,16.754251,164.09938,1.2355201,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,5,139,0,2
2013-05-20,5.6157146,0.07477624,969.5096,62.71422,16.629728,143.38423,1.1072012,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2013,5,140,1,2
2013-05-21,7.528523,0.062195327,972.7033,70.31928,13.998634,143.24931,0.94277674,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2013,5,141,2,2
2013-05-22,14.742664,0.0,971.3669,61.700607,15.041889,162.84416,0.92015433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,5,142,3,2
2013-05-23,13.528384,0.05124272,967.2979,70.88354,13.617916,166.4184,0.80868787,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,5,143,4,2
2013-05-24,5.761609,0.006458394,965.3991,56.88661,13.403063,197.40176,1.0907578,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,5,144,5,2
2013-05-25,17.540592,0.10789493,967.0716,77.29996,9.856145,147.36661,0.9137764,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,5,145,6,2
2013-05-26,6.6528106,0.22139816,968.75806,80.67758,9.176175,190.6416,0.92968553,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,5,146,0,2
2013-05-27,4.264087,0.0020862222,968.4755,59.288967,12.176243,172.73695,0.9468306,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,5,147,1,2
2013-05-28,16.290083,0.0,968.95526,71.17229,12.811315,138.36832,0.44445768,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,5,148,2,2
2013-05-29,13.366815,0.0,965.9705,71.2612,15.258915,139.2717,0.6573258,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,5,149,3,2
2013-05-30,13.059921,0.0,961.87787,66.11907,15.525537,166.79314,1.0718836,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2013,5,150,4,2
2013-05-31,8.085364,0.35158953,961.9314,81.454216,10.678758,278.92606,1.1651305,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,5,151,5,2
2013-06-01,17.706892,0.19440927,961.0512,89.29623,9.474799,148.51506,0.33432147,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,6,152,6,3
2013-06-02,7.229858,0.010235503,965.8483,67.38458,13.406859,213.20465,1.01919,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,6,153,0,3
2013-06-03,6.796731,0.047657024,969.1931,66.61373,13.61329,224.79242,1.5213333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,6,154,1,3
2013-06-04,4.0313144,0.008344844,975.4448,50.838486,14.700364,271.10208,2.7185361,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,6,155,2,3
2013-06-05,8.89939,0.022687614,975.0627,60.448395,14.080879,269.51434,1.4687399,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,6,156,3,3
2013-06-06,13.789318,0.08696916,976.4951,75.62057,15.913644,165.05043,0.67647105,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,6,157,4,3
2013-06-07,11.650645,0.11011151,978.6201,80.46948,16.128832,113.16494,0.6912682,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,6,158,5,3
2013-06-08,10.012575,0.0020862122,977.9781,70.30741,18.223179,121.28153,0.8069388,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,6,159,6,3
2013-06-09,9.855208,0.004107237,975.0417,68.550964,19.477428,72.28673,0.95866746,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,6,160,0,3
2013-06-10,5.528776,0.0,969.6201,61.685703,21.246136,119.37754,1.4257463,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,6,161,1,3
2013-06-11,12.744192,0.2230932,967.6407,65.626564,18.523016,152.1498,0.8331458,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,6,162,2,3
2013-06-12,14.313634,0.078622684,972.9131,72.023125,16.04806,186.03557,0.8206701,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,6,163,3,3
2013-06-13,11.37885,0.0,978.26996,57.054935,17.988852,128.13705,1.4752041,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,6,164,4,3
2013-06-14,16.93087,0.0,979.19946,57.60678,19.735634,115.02317,1.0679735,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,6,165,5,3
2013-06-15,13.7485895,0.0,977.06134,65.39741,20.855274,103.86523,0.9880912,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,6,166,6,3
2013-06-16,10.3057575,0.07458225,976.4729,70.19378,21.289642,139.78398,0.7119573,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,6,167,0,3
2013-06-17,9.416261,0.059783135,977.13007,72.356285,22.725172,141.30074,0.85033655,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,6,168,1,3
2013-06-18,14.78906,0.0,976.9341,67.478424,25.385187,104.76603,0.98864484,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,6,169,2,3
2013-06-19,13.1475315,0.0,976.77814,66.982414,26.360619,68.732445,1.0481523,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,6,170,3,3
2013-06-20,13.947297,0.0,976.20514,65.89681,27.227583,132.63278,0.90539914,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,6,171,4,3
2013-06-21,13.093944,0.0,973.76807,63.65894,27.177385,118.569115,0.92372257,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,6,172,5,3
2013-06-22,18.460962,0.0,972.7856,56.791824,26.078493,109.66091,0.96023387,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,6,173,6,3
2013-06-23,11.103581,0.057393126,974.117,71.72504,23.410458,144.58018,0.77140456,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,6,174,0,3
2013-06-24,4.4120765,0.049741656,973.441,69.548515,21.770376,199.74983,1.0926754,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,6,175,1,3
2013-06-25,8.129559,0.2998269,974.3618,76.34953,14.394097,275.11224,1.7124109,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,6,176,2,3
2013-06-26,9.652243,0.0042612096,976.16315,65.60614,15.656375,161.70041,0.95218635,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,6,177,3,3
2013-06-27,7.0715847,0.0,981.8558,57.883022,15.239243,214.55983,1.3814664,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,6,178,4,3
2013-06-28,10.413056,0.0,982.4314,61.727356,13.990481,112.86196,0.69030684,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,6,179,5,3
2013-06-29,12.173993,0.0,979.1662,60.53159,15.124523,163.80516,0.9557238,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,6,180,6,3
2013-06-30,7.179932,0.0,977.5215,55.535664,17.77102,202.6784,0.90139705,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,6,181,0,3
2013-07-01,6.5590296,0.0020862222,978.78546,58.191727,18.212576,161.82916,1.2580444,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,7,182,1,3
2013-07-02,15.29227,0.0,979.736,62.12894,18.2175,110.68441,0.6953804,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,7,183,2,3
2013-07-03,13.413933,0.0041724243,977.6382,66.76292,20.023794,136.58958,1.136125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,7,184,3,3
2013-07-04,16.97836,0.012452096,975.0561,71.37524,20.503029,105.2421,1.1518224,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,7,185,4,3
2013-07-05,9.482099,0.053979263,978.6871,71.94603,21.002367,172.62746,0.9279978,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,7,186,5,3
2013-07-06,7.1380053,0.0,982.4885,57.883423,23.362785,200.11333,1.4342041,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,7,187,6,3
2013-07-07,3.9765537,0.0,983.9511,64.92267,22.128881,235.60358,1.345758,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,7,188,0,3
2013-07-08,9.105392,0.0,985.0915,71.83348,21.251005,164.62315,1.0342233,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2013,7,189,1,3
2013-07-09,12.818266,0.0,984.9019,64.9773,22.374598,81.13262,0.80622095,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2013,7,190,2,3
2013-07-10,12.061309,0.0,981.17926,62.436214,22.690735,81.77117,0.8242023,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2013,7,191,3,3
2013-07-11,14.268035,0.0,975.07,64.00002,23.109095,79.94094,0.9686453,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2013,7,192,4,3
2013-07-12,16.902693,0.4840216,974.37494,79.77326,18.923632,139.83163,0.80305225,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2013,7,193,5,3
2013-07-13,13.36836,0.0,978.27454,66.72958,18.737518,112.37362,0.79012394,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2013,7,194,6,3
2013-07-14,10.486765,0.0,978.7719,63.00698,20.239697,97.05526,0.91598445,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2013,7,195,0,3
2013-07-15,9.224822,0.0,979.19116,58.920086,20.864344,93.177666,0.90642077,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2013,7,196,1,3
2013-07-16,18.366608,0.0,978.6961,61.024124,20.799408,144.55249,0.9934173,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2013,7,197,2,3
2013-07-17,11.603807,0.0,982.5445,62.488495,20.056223,114.81284,0.6910083,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2013,7,198,3,3
2013-07-18,11.639584,0.0,981.5678,59.23113,21.58879,93.36203,1.022457,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2013,7,199,4,3
2013-07-19,11.507705,0.0,980.6122,60.704613,22.11359,65.47614,1.0340105,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2013,7,200,5,3
2013-07-20,11.860609,0.0,978.34656,57.67348,23.726648,76.8232,1.1455721,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2013,7,201,6,3
2013-07-21,9.302581,0.008149286,977.3557,60.037136,24.142721,115.73562,0.98732775,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2013,7,202,0,3
2013-07-22,4.5642443,0.0,980.0319,59.5105,23.163671,103.00256,0.6423112,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2013,7,203,1,3
2013-07-23,14.428384,0.0,977.9189,57.803715,23.020575,78.63693,1.0659121,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2013,7,204,2,3
2013-07-24,17.307379,0.0,974.3809,54.842953,25.053246,125.77847,1.14902,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2013,7,205,3,3
2013-07-25,15.105648,0.0,974.84204,58.883717,24.686813,113.90943,1.1987232,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2013,7,206,4,3
2013-07-26,13.246375,0.0,976.2785,60.563828,25.62539,205.52629,1.0763664,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2013,7,207,5,3
2013-07-27,21.081406,0.0,976.0066,60.998688,26.40097,124.93575,1.2022599,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2013,7,208,6,3
2013-07-28,15.988024,0.0,973.75226,61.863262,27.750898,118.45046,0.9802435,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2013,7,209,0,3
2013-07-29,12.243546,0.0,973.30914,63.38533,28.782984,88.1,0.86584514,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2013,7,210,1,3
2013-07-30,14.819515,0.0,972.564,58.25806,28.180748,150.50185,1.6071619,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2013,7,211,2,3
2013-07-31,8.499722,0.17172009,977.9294,56.0533,22.833021,218.48462,1.6979257,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2013,7,212,3,3
2013-08-01,19.681456,0.0,979.5825,61.043015,22.219584,159.10013,0.9805658,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2013,8,213,4,3
2013-08-02,16.49171,0.0,979.5312,62.77956,23.703575,93.55843,0.90757316,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2013,8,214,5,3
2013-08-03,16.533314,0.0,977.645,61.956367,26.130167,75.00604,0.96820575,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2013,8,215,6,3
2013-08-04,17.012516,0.0,976.6661,60.204727,28.29985,104.015564,1.0398695,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2013,8,216,0,3
2013-08-05,9.64814,0.2609059,978.8999,59.47553,27.960619,148.9648,1.1931527,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2013,8,217,1,3
2013-08-06,14.901259,0.0,979.357,65.74593,24.737501,114.892204,0.98173475,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2013,8,218,2,3
2013-08-07,17.795835,0.0,975.69147,62.015987,27.482141,78.10594,0.98802,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2013,8,219,3,3
2013-08-08,16.737286,0.002086216,974.4173,59.99544,27.492996,88.37066,0.7366273,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2013,8,220,4,3
2013-08-09,23.547916,0.0,973.9788,54.971844,28.844315,97.48053,1.1135322,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2013,8,221,5,3
2013-08-10,14.682484,0.19427894,974.52905,63.754963,24.633722,189.56929,1.63207,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2013,8,222,6,3
2013-08-11,5.029317,0.004368007,977.1558,55.991795,21.492964,206.42708,1.9189175,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2013,8,223,0,3
2013-08-12,15.011068,0.0,977.5997,59.77827,21.55519,72.24992,1.217895,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2013,8,224,1,3
2013-08-13,19.369976,0.0,976.79565,60.97089,23.430265,78.80447,0.77098805,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2013,8,225,2,3
2013-08-14,21.764866,0.30451927,976.5173,77.88776,19.822994,140.9058,0.9348201,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2013,8,226,3,3
2013-08-15,15.992558,0.15307455,981.383,80.49008,16.805447,144.5686,0.6597408,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2013,8,227,4,3
